"","V1","V2","V3"
"1",0.0400276313590859,0.0443985059919657,0.947673110587825
"2",0.0280043250971724,0.0275354992834581,0.961847767644503
"3",37.3662996957254,0.132875724187244,0.011204817773146
"4",0.0972215706233398,0.068520837522439,0.91396103624241
"5",0.0378576131054013,0.0372454312683853,0.953285132842083
"6",0.0378990361168365,0.0390232044672867,0.949182761252887
"7",0.0417851381611187,0.0812515421938002,0.900282704314872
"8",0.161982629044865,0.0307161818909019,0.941474144112227
"9",0.0123972949182031,0.0594767336496418,0.934514821071029
"10",0.0423709620911314,0.1047202617195,0.870223689077959
"11",0.0421786321394099,0.0570279913037368,0.93495317622939
"12",0.0658492425321076,0.130533257636872,0.856059301426568
"13",0.039170338693631,0.108393201283669,0.892990663147933
"14",0.0464561872440393,0.0785512456426774,0.905881816038231
"15",0.0649436479635285,0.189048131200495,0.809450534101668
"16",1.08215708221324,0.182613427654101,0.74943667245217
"17",0.168270003002852,0.0897483357668563,0.871878520007921
"18",0.0865723998100291,0.0505388378868061,0.936371218226653
"19",0.0380573975596538,0.0681734879969996,0.912846085336063
"20",0.0461100084279924,0.033821328031301,0.956176976644455
"21",0.157152974246313,0.0273336221365216,0.962192806924936
"22",0.0367041535395576,0.0516317063029602,0.934498230443145
"23",0.0647408812611705,0.0856519481929041,0.900568674266673
"24",0.0971092333215592,0.0763812923872234,0.891345546132547
"25",0.0404344123425014,0.0791367323509663,0.908733456764416
"26",0.362076022106381,0.0829851061374785,0.870140136249156
"27",0.0278720599277079,0.030891369820788,0.962383321274513
"28",0.134367784165156,0.119670444807665,0.842975834279953
"29",0.0242032050787471,0.0237471297796261,0.97022680153835
"30",0.0857038940815606,0.092044045555034,0.869947550427026
"31",0.0137371240927128,0.0455594917641927,0.952608131766579
"32",0.0308164633840548,0.0908613099614128,0.898431152288507
"33",0.0145270986091162,0.0451062065426416,0.946625527344167
"34",0.468418988809014,0.121550825019139,0.797985870394196
"35",0.027109617030135,0.0717099596125522,0.916541264888963
"36",0.0141748403789124,0.0195361072571655,0.975750996702819
"37",0.0323527134393232,0.0780182518345934,0.913913096505545
"38",0.302914976517196,0.250427658696445,0.673812324175974
"39",0.0648556171638191,0.0663893839050425,0.911007662406874
"40",0.0281404904752164,0.0730243911729536,0.922270284678025
"41",0.0422961045064742,0.0580894360771342,0.924849354912689
"42",0.283934093376882,0.354698422888967,0.597554520450439
"43",0.19935924160822,0.0422575914876073,0.930567121762894
"44",0.0748569872401332,0.0866499578157525,0.870193898488411
"45",0.042410212862008,0.0613362576671795,0.926403440014545
"46",0.0886716855344389,0.113752194764543,0.844465904406939
"47",0.172181277850018,0.0207260490607124,0.9532290336964
"48",0.0213759510911268,0.0176631465854685,0.979471669372289
"49",0.0636378952963448,0.0537736004769314,0.934245954214232
"50",0.0443420585630023,0.0599016011917031,0.927471918208935
"51",0.0675228666688477,0.058292462604412,0.917880140186823
"52",0.0455836987484397,0.133211831082845,0.840800231794392
"53",0.0461272723700475,0.0313681383944799,0.958546128839916
"54",0.0679688628015429,0.0575288573680507,0.92723739705965
"55",0.0348134868553351,0.0977882668503099,0.890592466288595
"56",0.0229821719183549,0.0872478050396478,0.911359590397773
"57",0.144117934253577,0.125816477939224,0.803442677838869
"58",0.247546788925475,0.0996679491354979,0.832845318263672
"59",0.0482978620290422,0.0445535488952178,0.942026944542545
"60",0.0376353970633601,0.113305349025254,0.874999057367454
"61",0.022365625080979,0.0625330867712417,0.932575090794193
"62",0.0346509101352417,0.0461333947370436,0.944253978315778
"63",0.0855756167932849,0.128951334532745,0.877753409680226
"64",0.126414928202275,0.126031725322953,0.808539663226214
"65",0.0165959371575663,0.017770958933075,0.976887830941893
"66",0.0915621841093264,0.115978458564864,0.878073545301515
"67",0.198416858253699,0.111015758135098,0.748532181012599
"68",0.0623939957673484,0.110963358953677,0.850869507000401
"69",0.0738038032060681,0.113928647777489,0.871456891890158
"70",0.0170460339922928,0.0476239028456665,0.947685924659861
"71",0.025157348584078,0.0369038618420083,0.958523893213198
"72",0.023145538287478,0.0939193149405829,0.90146587330166
"73",0.0144622533127943,0.0655222235069718,0.934430043128007
"74",0.148815257229109,0.0912408066517599,0.876854147910798
"75",0.0278466770924182,0.067977704121469,0.924510911708071
"76",0.0104690162265226,0.0232563759274505,0.972422493824624
"77",0.00897501304572982,0.0219694642662207,0.972844493736719
"78",0.197971421218183,0.231504570890872,0.773644768500161
"79",0.156825922946321,0.0883092936647311,0.874214459743348
"80",0.0981019127160551,0.084997968202507,0.892308951938774
"81",0.0419770650299073,0.0443238707199857,0.938713280058302
"82",0.0282984907672958,0.023493341713598,0.971325664399435
"83",0.0491043638096535,0.0707577372927001,0.915484936764473
"84",0.0402344395856354,0.0809976879575219,0.899969862279072
"85",0.0261713543732099,0.0750541485198888,0.906841549143312
"86",0.0157291712396634,0.024309919260058,0.971256836677609
"87",0.364876447013774,0.209708019567691,0.660659130502703
"88",0.0312272945796968,0.0381083265887785,0.957912796196309
"89",0.0385219888290362,0.0529455197671417,0.926332528397386
"90",0.0557923305891502,0.0806322958466525,0.897770753023763
"91",0.0479816466255485,0.0317032709474546,0.959011084439486
"92",0.0154036599636325,0.0172196445936861,0.978956766774599
"93",0.0331794809568136,0.0472766588619384,0.941673003418531
"94",0.0210733476649882,0.0168896242621604,0.977510560257529
"95",0.0271816190943725,0.0770680489372371,0.904173529990067
"96",0.0106086069294261,0.0620768803097562,0.932914742018505
"97",0.0476639841167137,0.030415668208699,0.951479652197217
"98",0.049293804628313,0.0625630347176242,0.928482132191171
"99",0.492495544973549,0.117159243109159,0.792654777638294
"100",0.0848767139789689,0.0184241253563674,0.964478123730201
"101",0.0324568026250473,0.0168647562721006,0.975960386629801
"102",0.0463836274105677,0.0776600325133369,0.896287631430728
"103",0.02308929607365,0.0821121779660209,0.898383033092072
"104",0.167514591431753,0.0993008205858226,0.83584835109854
"105",0.0617396932376862,0.0756090101786515,0.895768770217742
"106",0.3065070178055,0.115221670789576,0.794098081998829
"107",0.108348837647376,0.0757909166662475,0.893446927675366
"108",0.0283596615855051,0.0484004149935944,0.939881431965953
"109",0.0762204376799907,0.0666106530268176,0.91834464070451
"110",0.0168727379994391,0.0627954689348799,0.935579551000427
"111",0.0385334481158498,0.0733308854325515,0.901819695757821
"112",0.0299077811953097,0.076417116856848,0.911154161974593
"113",0.106469555555819,0.0798498644918537,0.884958655622726
"114",0.0398698250191586,0.0781221873219532,0.897200108194278
"115",0.0225904169047514,0.0646028618017537,0.923097957691204
"116",0.0364693844432773,0.0677917247833405,0.91395204552049
"117",0.0485545714909823,0.0429241987162843,0.943717603988393
"118",0.0510930372930157,0.0602287197851561,0.931050212002347
"119",0.0742686565569833,0.0373404921756488,0.942486593362676
"120",0.0732362042435186,0.0526659141488476,0.940914932960597
"121",0.0239138342332647,0.0317872649157954,0.960067747490817
"122",0.0694271764334251,0.0870133536584086,0.881530719145587
"123",0.022300824213397,0.0456496212171709,0.945617441505182
"124",0.065227072428919,0.130080226701091,0.863902424610242
"125",0.576856884765019,0.233296143498845,0.703936290399496
"126",0.041010079314492,0.0354173185953406,0.960307177919328
"127",0.135421468581875,0.0892403316911802,0.882764902802277
"128",0.0289470489658864,0.0850687387696089,0.902404321117512
"129",0.051577626886726,0.0682954557170785,0.907212334019839
"130",0.023063456105108,0.0742126110396989,0.919527543152855
"131",0.0666466023310066,0.0285079600752066,0.95560477887918
"132",0.0459879304552811,0.0411204407722794,0.950815498790377
"133",0.0459924524255466,0.065788179433398,0.907632088090438
"134",0.0328511977706018,0.016054544075538,0.977155930619205
"135",0.0326415262758627,0.0560992612814018,0.935722046716856
"136",0.0871230155101994,0.0628835624471159,0.92050392486585
"137",0.26112741957614,0.100801677806218,0.814969398162834
"138",0.057005003006107,0.117306517618424,0.872580676185771
"139",0.0288718739490208,0.0742834100221054,0.915950454469668
"140",0.0647238794558452,0.0871019576230736,0.905288564721379
"141",0.120101425823597,0.065559347372012,0.908920560338164
"142",0.0156071431424208,0.0209160690283639,0.976539293616384
"143",0.0219513874835774,0.0645922554464791,0.927361694997795
"144",0.0743149222285194,0.0534668499678584,0.934172324213459
"145",0.464445940451903,0.0942209108886052,0.800085199298373
"146",0.131851404504211,0.083973640121459,0.839584089737506
"147",0.0313985188507548,0.0527822751176879,0.93435546315048
"148",0.0682187061768529,0.0938390122084518,0.889796343107658
"149",0.0208618917614307,0.0343111899863452,0.955312674103422
"150",0.112177995895339,0.0649542496969512,0.914848844831901
"151",0.115353394032335,0.118887206345935,0.82567841313865
"152",0.381105802701575,0.152311260591971,0.741272915618035
"153",0.13155170206581,0.0968114234842794,0.846926884224067
"154",0.0785629775112362,0.0111981106580501,0.98331798793267
"155",0.0391846517915987,0.0423192922331863,0.947111890944459
"156",0.0453927208482868,0.070771066136578,0.91730363313788
"157",0.122940054544195,0.110717175846611,0.870206020847982
"158",0.322942414857348,0.0889404023140533,0.813681873499848
"159",0.0469573374073098,0.0341861429285577,0.954637943188739
"160",0.0234371677749816,0.0456886166396819,0.943408363746451
"161",0.0493738561364515,0.185207735783566,0.883875919551758
"162",0.0486076533568582,0.080847313391114,0.906887747798413
"163",0.0279039178399059,0.0961138344200426,0.882558015144123
"164",0.0916550612785334,0.0461800597804514,0.942062278177984
"165",0.027187314082668,0.0755584516072945,0.918253330434772
"166",0.0781608037211464,0.078623678636518,0.910726403452376
"167",0.119613352115685,0.151749435922012,0.765064135498656
"168",0.0232130540327776,0.0808469728584361,0.917097718964389
"169",0.0298917162049723,0.0883709179756833,0.903954714408999
"170",0.0104893030639756,0.0256937912727876,0.965943506399841
"171",0.0226317414396647,0.0138030121005165,0.982061884813905
"172",0.0264671605148504,0.0878261027190494,0.892683610263322
"173",0.0108754410831254,0.0124103378850178,0.983817727810242
"174",0.0444078317259604,0.0350494847887215,0.955991070494293
"175",0.0354400046214169,0.100182393526805,0.884312451680648
"176",0.980962249075162,0.140731872302795,0.7474869542703
"177",0.263296982895046,0.197516715762911,0.737297630914877
"178",0.0279946671721716,0.0405704711587802,0.955242287160223
"179",0.020583808039128,0.0409597295399684,0.953097304308172
"180",0.156226620254227,0.111553109974547,0.857078416924517
"181",0.0490657420765512,0.0804898602983431,0.897163066283583
"182",0.0263093612207868,0.0576776946889369,0.927801421270087
"183",0.0408788682771373,0.0824472676987496,0.912938366703917
"184",0.0524299169080731,0.116631880718356,0.860400812157862
"185",0.0377507186561867,0.0368845494613738,0.951146220356768
"186",0.0519180174097422,0.0355002483030046,0.956771076049731
"187",0.0705514683503281,0.0536909218117797,0.929820079638018
"188",0.0197302396160767,0.0222924352167426,0.974787919170625
"189",0.0427205131820391,0.0801898005046942,0.900453618797426
"190",0.0593777152063324,0.111817840352996,0.872746749539663
"191",0.0193293403928453,0.0310757458643542,0.965366693542985
"192",0.296461098644764,0.182062226649543,0.763668531925918
"193",0.0176273564385945,0.045493210944716,0.943945749338483
"194",0.0437197740562664,0.0327831442232502,0.956629099368509
"195",0.646001186686616,0.177126650497975,0.634653766702048
"196",0.0193766144746537,0.0333114223348051,0.961944777125619
"197",0.13489001431969,0.0899110198641285,0.845437492179263
"198",0.150099135878379,0.121370203153533,0.854660479186375
"199",0.0422186524142579,0.047833569381541,0.924768790889469
"200",0.156694709618484,0.0972217802903316,0.839790399971827
"201",0.048458559636495,0.0620112367682638,0.909471291054674
"202",0.314889765433463,0.20005745488585,0.803644933922425
"203",0.0356696750415705,0.070996193156103,0.911863960944265
"204",0.0390731018626128,0.0589615360467813,0.938490408946924
"205",0.201850688176357,0.0655071636905706,0.861641497309573
"206",0.0335259687361482,0.0680321109085309,0.928008917440753
"207",0.0474712950771474,0.082261955398794,0.911044708046912
"208",0.0342668511674555,0.0397484336903906,0.947592710675862
"209",0.0156038400459791,0.0290195053203671,0.967306202140003
"210",0.033338548111297,0.0787875408861492,0.910478742605614
"211",0.103768455023817,0.0978258854165952,0.868962328176511
"212",0.0800251011542444,0.0304220139281514,0.961399687258262
"213",0.0175115886087047,0.061165685702568,0.927617032533043
"214",0.0411401434608163,0.0360745673962018,0.956547893446694
"215",0.0551842651831212,0.0873451814792818,0.884347496154504
"216",0.0903425344544399,0.0501840967739954,0.915597021714004
"217",5.68782349156863,0.233053454583121,0.398074972292486
"218",0.0212047507297148,0.0574123393724403,0.932419256776238
"219",0.0361323578767915,0.0403318016962309,0.954098096426218
"220",0.0442939461266365,0.0451718098368969,0.94217946941817
"221",0.0559399131052183,0.0316274768719909,0.960041899771983
"222",0.0777173231976338,0.0787284817663688,0.895056179559308
"223",0.0262702557658707,0.0420097123903306,0.953408016872234
"224",0.0338538248535288,0.0275000794530512,0.971319025328779
"225",0.0281651674901551,0.0171904492151406,0.976489992863208
"226",0.0450621049858302,0.107397245699565,0.876759086277545
"227",0.0503296216482838,0.065913029525933,0.921178459184337
"228",0.0803065944718869,0.102621341783888,0.864191472499076
"229",0.129230736739291,0.0925556798484041,0.870740945483486
"230",0.0367010102392675,0.0604055904789327,0.928953609959112
"231",0.0214583223814162,0.0456470355983802,0.944212491063619
"232",0.0436014390322682,0.0526623233466093,0.935852106635119
"233",0.0138366155778014,0.0793959226773418,0.925067979594361
"234",0.0349718103634329,0.0734455267026728,0.909143724355372
"235",0.017340874827098,0.0630590948668138,0.922058584642223
"236",0.0370251314678298,0.0840995870210927,0.901115715484715
"237",0.0509365138897875,0.0865931257102075,0.867491744500627
"238",0.110228262871649,0.0770711926128905,0.889909208778349
"239",0.0194212612495968,0.038272410655848,0.959669363991766
"240",0.068470378159612,0.105812318044347,0.887311757344358
"241",0.0407049528939461,0.0831689726430329,0.902810536313376
"242",0.0267582605001756,0.0814389011587863,0.914002140339339
"243",0.285329496853533,0.123926671293995,0.796212824963909
"244",0.0324943928950546,0.0840093666711933,0.895246563572556
"245",0.0922746818250924,0.0868014451502745,0.875762848698353
"246",0.0107037621789016,0.0434477145604134,0.951586261919228
"247",1.83708696721942,0.225271465287201,0.407416490599331
"248",0.040507342449858,0.0648241155541772,0.917516767061378
"249",0.165230442508854,0.0610230452438156,0.906361635100252
"250",0.0410261250081726,0.0689727245252942,0.937054663382523
"251",0.123858182697985,0.0584222423834378,0.919228415459489
"252",0.160530318108032,0.0829014772650099,0.881923378371768
"253",0.0329998556344308,0.039057965469552,0.955414285657936
"254",0.0647146402167493,0.0916216530532562,0.880313553851026
"255",0.0561667056540874,0.125617656432926,0.85553462236088
"256",1.30541979752183,0.274106151727501,0.672612385030621
"257",0.0261729569980346,0.0910110771537103,0.908478820102867
"258",0.229168463945635,0.087226882801105,0.865925671064035
"259",0.0452596379620864,0.0620059271298784,0.927826001258307
"260",0.51520232151808,0.186181104536066,0.73022502710147
"261",0.0733065749569843,0.0161550903212556,0.962249497174588
"262",0.158718599200415,0.0972682237863576,0.863588332106163
"263",0.0645137228742952,0.080232221837969,0.897383922722961
"264",0.0501954803766622,0.0347224767607236,0.949643868102588
"265",0.0393611227675965,0.0587092380943528,0.920201357858717
"266",0.0352146428306139,0.0719697854310549,0.910580808956418
"267",0.0203541070140432,0.0612285438175909,0.936948958760833
"268",0.0346369688967246,0.0427655483383883,0.947593324252515
"269",0.0516087221918573,0.0503246651466607,0.939239481871809
"270",0.161026635055439,0.19752672295148,0.794338665329436
"271",0.0369732256402526,0.0349929808918005,0.951687373785057
"272",0.048955756113909,0.0625041162758207,0.930314879433955
"273",0.166473774720594,0.110030360524133,0.811839205276741
"274",0.0282905588324907,0.0456346229036143,0.947631348445841
"275",0.0380406413766912,0.0975166102486107,0.89295008663223
"276",0.241437846696208,0.11256272310739,0.807370684224257
"277",0.0138597032582363,0.0289814516079825,0.967780442267563
"278",0.0192638618819755,0.0741278177595904,0.90903817182557
"279",0.0388805392585291,0.0997910905114518,0.886974124522874
"280",0.0665196046866112,0.101336173902739,0.87908079165627
"281",0.621169750867473,0.13861687187553,0.671127386114413
"282",0.0555104893551741,0.114383541790213,0.86089008103028
"283",0.0143378815708513,0.0428975285777604,0.957039463740857
"284",0.179210775134957,0.112125899670877,0.851439048138462
"285",0.112360353725699,0.104367601223051,0.868579893555579
"286",0.0503407633701679,0.0241792188630746,0.971206762406894
"287",0.0416535861828079,0.0511220823015722,0.932319658142177
"288",0.206250758399643,0.156682585696963,0.738091146974044
"289",0.426774918374661,0.117186414897492,0.728089504803051
"290",0.0499327888075242,0.0607035132304729,0.923488382060953
"291",0.0430271751605848,0.0562096087103842,0.927355315033589
"292",0.0814989355402768,0.0818750698947501,0.887378557823894
"293",0.0308756967257229,0.0602772503699895,0.931372859520926
"294",0.028969102453419,0.0637443071215248,0.922781696889511
"295",0.384186128500175,0.0722646803342835,0.847902513607399
